image_name,class_name,block_index,hex_color,r,g,b,coords,delta
251010_115514_0000080413_CAM1_NG_bmp.rf.57d6b3e3de4f253b447259ab9624cd03.jpg,qblock,12,#474747,71,71,71,"(460, 284, 476, 292)",19.05255888325765
251010_115514_0000080413_CAM1_NG_bmp.rf.57d6b3e3de4f253b447259ab9624cd03.jpg,qblock,13,#4e4e4e,78,78,78,"(555, 283, 571, 291)",6.928203230275509
251010_115514_0000080413_CAM1_NG_bmp.rf.57d6b3e3de4f253b447259ab9624cd03.jpg,qblock,14,#595959,89,89,89,"(270, 284, 286, 293)",12.12435565298214
251010_115514_0000080413_CAM1_NG_bmp.rf.57d6b3e3de4f253b447259ab9624cd03.jpg,qblock,15,#4d4d4d,77,77,77,"(649, 56, 664, 64)",8.660254037844387
251010_125642_0000080787_CAM1_NG_bmp.rf.2ad6eef5f2a33bf9e01b4fabed76eaf9.jpg,qblock,0,#515151,81,81,81,"(267, 82, 283, 90)",1.7320508075688772
251010_125642_0000080787_CAM1_NG_bmp.rf.2ad6eef5f2a33bf9e01b4fabed76eaf9.jpg,qblock,1,#4e4e4e,78,78,78,"(268, 310, 284, 318)",6.928203230275509
251010_125642_0000080787_CAM1_NG_bmp.rf.2ad6eef5f2a33bf9e01b4fabed76eaf9.jpg,qblock,2,#575757,87,87,87,"(647, 79, 663, 88)",8.660254037844387
251010_125642_0000080787_CAM1_NG_bmp.rf.2ad6eef5f2a33bf9e01b4fabed76eaf9.jpg,qblock,3,#505050,80,80,80,"(552, 80, 568, 88)",3.4641016151377544
251010_125642_0000080787_CAM1_NG_bmp.rf.2ad6eef5f2a33bf9e01b4fabed76eaf9.jpg,qblock,4,#525252,82,82,82,"(172, 83, 188, 91)",0.0
251010_125642_0000080787_CAM1_NG_bmp.rf.2ad6eef5f2a33bf9e01b4fabed76eaf9.jpg,qblock,5,#4f4f4f,79,79,79,"(458, 309, 474, 317)",5.196152422706632
251010_125642_0000080787_CAM1_NG_bmp.rf.2ad6eef5f2a33bf9e01b4fabed76eaf9.jpg,qblock,6,#5b5b5b,91,91,91,"(457, 80, 473, 89)",15.588457268119896
251010_125642_0000080787_CAM1_NG_bmp.rf.2ad6eef5f2a33bf9e01b4fabed76eaf9.jpg,qblock,7,#555555,85,85,85,"(362, 81, 378, 89)",5.196152422706632
251010_125642_0000080787_CAM1_NG_bmp.rf.2ad6eef5f2a33bf9e01b4fabed76eaf9.jpg,qblock,8,#565656,86,86,86,"(363, 309, 379, 318)",6.928203230275509
251010_125642_0000080787_CAM1_NG_bmp.rf.2ad6eef5f2a33bf9e01b4fabed76eaf9.jpg,qblock,10,#474747,71,71,71,"(649, 308, 665, 316)",19.05255888325765
251010_125642_0000080787_CAM1_NG_bmp.rf.2ad6eef5f2a33bf9e01b4fabed76eaf9.jpg,qblock,11,#4d4d4d,77,77,77,"(174, 310, 190, 318)",8.660254037844387
251010_125642_0000080787_CAM1_NG_bmp.rf.2ad6eef5f2a33bf9e01b4fabed76eaf9.jpg,qblock,14,#4b4b4b,75,75,75,"(78, 83, 94, 92)",12.12435565298214
251010_125642_0000080787_CAM1_NG_bmp.rf.2ad6eef5f2a33bf9e01b4fabed76eaf9.jpg,qblock,18,#535353,83,83,83,"(554, 308, 570, 316)",1.7320508075688772
251010_125642_0000080787_CAM1_NG_bmp.rf.2ad6eef5f2a33bf9e01b4fabed76eaf9.jpg,qblock,21,#454545,69,69,69,"(80, 310, 96, 319)",22.516660498395403
251107_231816_0000096684_CAM1_NG_bmp.rf.1c29cfa83013ea3135d1841fdb33d494.jpg,incorrect qblock,0,#b2b2b2,178,178,178,"(266, 170, 281, 178)",166.27687752661222
251107_231816_0000096684_CAM1_NG_bmp.rf.1c29cfa83013ea3135d1841fdb33d494.jpg,incorrect qblock,1,#b0b0b0,176,176,176,"(172, 170, 187, 178)",162.81277591147446
251107_231816_0000096684_CAM1_NG_bmp.rf.1c29cfa83013ea3135d1841fdb33d494.jpg,incorrect qblock,2,#a4a4a4,164,164,164,"(78, 171, 93, 179)",142.02816622064793
251107_231816_0000096684_CAM1_NG_bmp.rf.1c29cfa83013ea3135d1841fdb33d494.jpg,incorrect qblock,3,#bababa,186,186,186,"(361, 169, 376, 177)",180.13328398716322
251107_231816_0000096684_CAM1_NG_bmp.rf.1c29cfa83013ea3135d1841fdb33d494.jpg,incorrect qblock,4,#b0b0b0,176,176,176,"(646, 167, 662, 175)",162.81277591147446
251107_231816_0000096684_CAM1_NG_bmp.rf.1c29cfa83013ea3135d1841fdb33d494.jpg,incorrect qblock,5,#c4c4c4,196,196,196,"(456, 168, 472, 176)",197.45379206285202
251107_231816_0000096684_CAM1_NG_bmp.rf.1c29cfa83013ea3135d1841fdb33d494.jpg,incorrect qblock,6,#bbbbbb,187,187,187,"(347, 132, 359, 137)",181.86533479473212
251107_231816_0000096684_CAM1_NG_bmp.rf.1c29cfa83013ea3135d1841fdb33d494.jpg,incorrect qblock,7,#c5c5c5,197,197,197,"(442, 131, 454, 136)",199.18584287042088
251107_231816_0000096684_CAM1_NG_bmp.rf.1c29cfa83013ea3135d1841fdb33d494.jpg,incorrect qblock,8,#b0b0b0,176,176,176,"(252, 133, 264, 137)",162.81277591147446
251107_231816_0000096684_CAM1_NG_bmp.rf.1c29cfa83013ea3135d1841fdb33d494.jpg,incorrect qblock,9,#b3b3b3,179,179,179,"(158, 133, 170, 138)",168.0089283341811
251107_231816_0000096684_CAM1_NG_bmp.rf.1c29cfa83013ea3135d1841fdb33d494.jpg,incorrect qblock,10,#b8b8b8,184,184,184,"(551, 168, 568, 176)",176.6691823720255
251107_231816_0000096684_CAM1_NG_bmp.rf.1c29cfa83013ea3135d1841fdb33d494.jpg,incorrect qblock,11,#bababa,186,186,186,"(632, 130, 645, 135)",180.13328398716322
251107_231816_0000096684_CAM1_NG_bmp.rf.1c29cfa83013ea3135d1841fdb33d494.jpg,incorrect qblock,12,#c6c6c6,198,198,198,"(536, 130, 550, 136)",200.91789367798975
251010_070221_0000043576_CAM1_NG_bmp.rf.f9407d42d4fce409c527ed1234d68428.jpg,qblock,0,#505050,80,80,80,"(363, 62, 379, 71)",3.4641016151377544
251010_070221_0000043576_CAM1_NG_bmp.rf.f9407d42d4fce409c527ed1234d68428.jpg,qblock,1,#4b4b4b,75,75,75,"(268, 63, 284, 71)",12.12435565298214
251010_070221_0000043576_CAM1_NG_bmp.rf.f9407d42d4fce409c527ed1234d68428.jpg,qblock,2,#595959,89,89,89,"(648, 60, 665, 69)",12.12435565298214
251010_070221_0000043576_CAM1_NG_bmp.rf.f9407d42d4fce409c527ed1234d68428.jpg,qblock,3,#4a4a4a,74,74,74,"(175, 290, 191, 299)",13.856406460551018
251010_070221_0000043576_CAM1_NG_bmp.rf.f9407d42d4fce409c527ed1234d68428.jpg,qblock,4,#535353,83,83,83,"(553, 61, 570, 69)",1.7320508075688772
251010_070221_0000043576_CAM1_NG_bmp.rf.f9407d42d4fce409c527ed1234d68428.jpg,qblock,5,#4f4f4f,79,79,79,"(269, 290, 286, 299)",5.196152422706632
251010_070221_0000043576_CAM1_NG_bmp.rf.f9407d42d4fce409c527ed1234d68428.jpg,qblock,6,#575757,87,87,87,"(364, 289, 381, 298)",8.660254037844387
251010_070221_0000043576_CAM1_NG_bmp.rf.f9407d42d4fce409c527ed1234d68428.jpg,qblock,7,#595959,89,89,89,"(458, 61, 475, 70)",12.12435565298214
251010_070221_0000043576_CAM1_NG_bmp.rf.f9407d42d4fce409c527ed1234d68428.jpg,qblock,9,#434343,67,67,67,"(174, 64, 189, 72)",25.98076211353316
251010_070221_0000043576_CAM1_NG_bmp.rf.f9407d42d4fce409c527ed1234d68428.jpg,qblock,10,#494949,73,73,73,"(650, 288, 666, 296)",15.588457268119896
251010_070221_0000043576_CAM1_NG_bmp.rf.f9407d42d4fce409c527ed1234d68428.jpg,qblock,11,#515151,81,81,81,"(459, 289, 476, 298)",1.7320508075688772
251010_070221_0000043576_CAM1_NG_bmp.rf.f9407d42d4fce409c527ed1234d68428.jpg,qblock,12,#404040,64,64,64,"(555, 289, 571, 297)",31.176914536239792
251010_070221_0000043575_CAM1_NG_bmp.rf.7ac5f1b3f301202772a9c938c788f356.jpg,qblock,0,#494949,73,73,73,"(270, 292, 286, 300)",15.588457268119896
251010_070221_0000043575_CAM1_NG_bmp.rf.7ac5f1b3f301202772a9c938c788f356.jpg,qblock,1,#585858,88,88,88,"(364, 291, 381, 300)",10.392304845413264
251010_070221_0000043575_CAM1_NG_bmp.rf.7ac5f1b3f301202772a9c938c788f356.jpg,qblock,2,#505050,80,80,80,"(175, 292, 192, 301)",3.4641016151377544
251010_070221_0000043575_CAM1_NG_bmp.rf.7ac5f1b3f301202772a9c938c788f356.jpg,qblock,3,#474747,71,71,71,"(554, 63, 570, 71)",19.05255888325765
251010_070221_0000043575_CAM1_NG_bmp.rf.7ac5f1b3f301202772a9c938c788f356.jpg,qblock,4,#515151,81,81,81,"(649, 62, 665, 71)",1.7320508075688772
251010_070221_0000043575_CAM1_NG_bmp.rf.7ac5f1b3f301202772a9c938c788f356.jpg,qblock,5,#4a4a4a,74,74,74,"(460, 291, 476, 300)",13.856406460551018
251010_070221_0000043575_CAM1_NG_bmp.rf.7ac5f1b3f301202772a9c938c788f356.jpg,qblock,7,#4e4e4e,78,78,78,"(650, 290, 667, 298)",6.928203230275509
251010_070221_0000043575_CAM1_NG_bmp.rf.7ac5f1b3f301202772a9c938c788f356.jpg,qblock,9,#555555,85,85,85,"(555, 290, 572, 299)",5.196152422706632
251010_070221_0000043575_CAM1_NG_bmp.rf.7ac5f1b3f301202772a9c938c788f356.jpg,qblock,11,#505050,80,80,80,"(459, 63, 475, 72)",3.4641016151377544
251010_070221_0000043575_CAM1_NG_bmp.rf.7ac5f1b3f301202772a9c938c788f356.jpg,qblock,12,#5d5d5d,93,93,93,"(268, 64, 285, 73)",19.05255888325765
251010_070221_0000043575_CAM1_NG_bmp.rf.7ac5f1b3f301202772a9c938c788f356.jpg,qblock,13,#515151,81,81,81,"(363, 64, 379, 72)",1.7320508075688772
251010_070221_0000043575_CAM1_NG_bmp.rf.7ac5f1b3f301202772a9c938c788f356.jpg,qblock,21,#565656,86,86,86,"(174, 65, 190, 74)",6.928203230275509
251107_231859_0000096825_CAM1_NG_bmp.rf.46c60f35cc94aa591feddef3c05ec696.jpg,incorrect qblock,0,#b4b4b4,180,180,180,"(266, 170, 281, 178)",169.74097914175
251107_231859_0000096825_CAM1_NG_bmp.rf.46c60f35cc94aa591feddef3c05ec696.jpg,incorrect qblock,1,#ababab,171,171,171,"(172, 171, 187, 179)",154.1525218736301
251107_231859_0000096825_CAM1_NG_bmp.rf.46c60f35cc94aa591feddef3c05ec696.jpg,incorrect qblock,2,#b7b7b7,183,183,183,"(361, 170, 376, 178)",174.9371315644566
251107_231859_0000096825_CAM1_NG_bmp.rf.46c60f35cc94aa591feddef3c05ec696.jpg,incorrect qblock,3,#c0c0c0,192,192,192,"(456, 169, 472, 177)",190.5255888325765
251107_231859_0000096825_CAM1_NG_bmp.rf.46c60f35cc94aa591feddef3c05ec696.jpg,incorrect qblock,4,#b8b8b8,184,184,184,"(646, 168, 662, 176)",176.6691823720255
251107_231859_0000096825_CAM1_NG_bmp.rf.46c60f35cc94aa591feddef3c05ec696.jpg,incorrect qblock,5,#b2b2b2,178,178,178,"(346, 133, 358, 137)",166.27687752661222
251107_231859_0000096825_CAM1_NG_bmp.rf.46c60f35cc94aa591feddef3c05ec696.jpg,incorrect qblock,6,#bababa,186,186,186,"(551, 168, 568, 177)",180.13328398716322
251107_231859_0000096825_CAM1_NG_bmp.rf.46c60f35cc94aa591feddef3c05ec696.jpg,incorrect qblock,7,#9c9c9c,156,156,156,"(77, 172, 93, 180)",128.17175976009693
251107_231859_0000096825_CAM1_NG_bmp.rf.46c60f35cc94aa591feddef3c05ec696.jpg,incorrect qblock,8,#c3c3c3,195,195,195,"(536, 131, 549, 136)",195.72174125528312
251107_231859_0000096825_CAM1_NG_bmp.rf.46c60f35cc94aa591feddef3c05ec696.jpg,incorrect qblock,9,#b1b1b1,177,177,177,"(632, 131, 644, 136)",164.54482671904336
251107_231859_0000096825_CAM1_NG_bmp.rf.46c60f35cc94aa591feddef3c05ec696.jpg,incorrect qblock,10,#b0b0b0,176,176,176,"(252, 133, 264, 138)",162.81277591147446
251107_231859_0000096825_CAM1_NG_bmp.rf.46c60f35cc94aa591feddef3c05ec696.jpg,incorrect qblock,11,#b9b9b9,185,185,185,"(727, 131, 740, 136)",178.40123317959436
251107_231859_0000096825_CAM1_NG_bmp.rf.46c60f35cc94aa591feddef3c05ec696.jpg,incorrect qblock,12,#bababa,186,186,186,"(442, 132, 454, 137)",180.13328398716322
251107_231859_0000096825_CAM1_NG_bmp.rf.46c60f35cc94aa591feddef3c05ec696.jpg,incorrect qblock,13,#adadad,173,173,173,"(157, 134, 169, 139)",157.61662348876783
251107_232037_0000097151_CAM1_NG_bmp.rf.162bc657ac1667020b156ff731914bd1.jpg,incorrect qblock,0,#b4b4b4,180,180,180,"(266, 170, 281, 178)",169.74097914175
251107_232037_0000097151_CAM1_NG_bmp.rf.162bc657ac1667020b156ff731914bd1.jpg,incorrect qblock,1,#acacac,172,172,172,"(172, 171, 187, 179)",155.88457268119896
251107_232037_0000097151_CAM1_NG_bmp.rf.162bc657ac1667020b156ff731914bd1.jpg,incorrect qblock,2,#b4b4b4,180,180,180,"(361, 170, 376, 178)",169.74097914175
251107_232037_0000097151_CAM1_NG_bmp.rf.162bc657ac1667020b156ff731914bd1.jpg,incorrect qblock,3,#c1c1c1,193,193,193,"(456, 169, 472, 177)",192.25763964014538
251107_232037_0000097151_CAM1_NG_bmp.rf.162bc657ac1667020b156ff731914bd1.jpg,incorrect qblock,4,#b0b0b0,176,176,176,"(646, 168, 662, 176)",162.81277591147446
251107_232037_0000097151_CAM1_NG_bmp.rf.162bc657ac1667020b156ff731914bd1.jpg,incorrect qblock,5,#bfbfbf,191,191,191,"(551, 168, 568, 177)",188.79353802500762
251107_232037_0000097151_CAM1_NG_bmp.rf.162bc657ac1667020b156ff731914bd1.jpg,incorrect qblock,6,#9f9f9f,159,159,159,"(77, 172, 93, 180)",133.36791218280356
251107_232037_0000097151_CAM1_NG_bmp.rf.162bc657ac1667020b156ff731914bd1.jpg,incorrect qblock,7,#b8b8b8,184,184,184,"(346, 132, 358, 137)",176.6691823720255
251107_232037_0000097151_CAM1_NG_bmp.rf.162bc657ac1667020b156ff731914bd1.jpg,incorrect qblock,8,#b1b1b1,177,177,177,"(252, 133, 264, 138)",164.54482671904336
251107_232037_0000097151_CAM1_NG_bmp.rf.162bc657ac1667020b156ff731914bd1.jpg,incorrect qblock,9,#bcbcbc,188,188,188,"(536, 131, 549, 136)",183.597385602301
251107_232037_0000097151_CAM1_NG_bmp.rf.162bc657ac1667020b156ff731914bd1.jpg,incorrect qblock,10,#b2b2b2,178,178,178,"(442, 132, 454, 136)",166.27687752661222
251107_232037_0000097151_CAM1_NG_bmp.rf.162bc657ac1667020b156ff731914bd1.jpg,incorrect qblock,11,#aaaaaa,170,170,170,"(157, 134, 169, 138)",152.4204710660612
251107_232037_0000097151_CAM1_NG_bmp.rf.162bc657ac1667020b156ff731914bd1.jpg,incorrect qblock,12,#b2b2b2,178,178,178,"(632, 130, 644, 135)",166.27687752661222
251015_020545_0000434652_CAM1_OK_bmp.rf.021787199ae9d529c80312d3702cd5ba.jpg,qblock,0,#4e4e4e,78,78,78,"(266, 289, 282, 298)",6.928203230275509
251015_020545_0000434652_CAM1_OK_bmp.rf.021787199ae9d529c80312d3702cd5ba.jpg,qblock,1,#4b4b4b,75,75,75,"(172, 289, 188, 298)",12.12435565298214
251015_020545_0000434652_CAM1_OK_bmp.rf.021787199ae9d529c80312d3702cd5ba.jpg,qblock,2,#5a5a5a,90,90,90,"(645, 59, 662, 68)",13.856406460551018
251015_020545_0000434652_CAM1_OK_bmp.rf.021787199ae9d529c80312d3702cd5ba.jpg,qblock,3,#4e4e4e,78,78,78,"(265, 62, 281, 71)",6.928203230275509
251015_020545_0000434652_CAM1_OK_bmp.rf.021787199ae9d529c80312d3702cd5ba.jpg,qblock,4,#434343,67,67,67,"(77, 289, 93, 298)",25.98076211353316
251015_020545_0000434652_CAM1_OK_bmp.rf.021787199ae9d529c80312d3702cd5ba.jpg,qblock,5,#454545,69,69,69,"(171, 63, 186, 71)",22.516660498395403
251015_020545_0000434652_CAM1_OK_bmp.rf.021787199ae9d529c80312d3702cd5ba.jpg,qblock,6,#3c3c3c,60,60,60,"(77, 64, 92, 72)",38.1051177665153
251015_020545_0000434652_CAM1_OK_bmp.rf.021787199ae9d529c80312d3702cd5ba.jpg,qblock,7,#4f4f4f,79,79,79,"(550, 60, 566, 68)",5.196152422706632
251015_020545_0000434652_CAM1_OK_bmp.rf.021787199ae9d529c80312d3702cd5ba.jpg,qblock,8,#565656,86,86,86,"(551, 287, 568, 296)",6.928203230275509
251015_020545_0000434652_CAM1_OK_bmp.rf.021787199ae9d529c80312d3702cd5ba.jpg,qblock,9,#444444,68,68,68,"(361, 289, 377, 297)",24.24871130596428
251015_020545_0000434652_CAM1_OK_bmp.rf.021787199ae9d529c80312d3702cd5ba.jpg,qblock,11,#515151,81,81,81,"(646, 287, 662, 295)",1.7320508075688772
251015_020545_0000434652_CAM1_OK_bmp.rf.021787199ae9d529c80312d3702cd5ba.jpg,qblock,12,#575757,87,87,87,"(455, 60, 471, 69)",8.660254037844387
251015_020545_0000434652_CAM1_OK_bmp.rf.021787199ae9d529c80312d3702cd5ba.jpg,qblock,15,#4e4e4e,78,78,78,"(456, 288, 472, 296)",6.928203230275509
251015_020545_0000434652_CAM1_OK_bmp.rf.021787199ae9d529c80312d3702cd5ba.jpg,qblock,18,#505050,80,80,80,"(360, 61, 376, 70)",3.4641016151377544
251107_231801_0000096633_CAM1_NG_bmp.rf.62bac9d389f3626a633964c06cabe531.jpg,incorrect qblock,0,#b6b6b6,182,182,182,"(266, 170, 281, 178)",173.20508075688772
251107_231801_0000096633_CAM1_NG_bmp.rf.62bac9d389f3626a633964c06cabe531.jpg,incorrect qblock,1,#b3b3b3,179,179,179,"(172, 170, 187, 178)",168.0089283341811
251107_231801_0000096633_CAM1_NG_bmp.rf.62bac9d389f3626a633964c06cabe531.jpg,incorrect qblock,2,#bababa,186,186,186,"(646, 166, 662, 175)",180.13328398716322
251107_231801_0000096633_CAM1_NG_bmp.rf.62bac9d389f3626a633964c06cabe531.jpg,incorrect qblock,3,#a4a4a4,164,164,164,"(78, 171, 93, 179)",142.02816622064793
251107_231801_0000096633_CAM1_NG_bmp.rf.62bac9d389f3626a633964c06cabe531.jpg,incorrect qblock,4,#b4b4b4,180,180,180,"(347, 132, 359, 136)",169.74097914175
251107_231801_0000096633_CAM1_NG_bmp.rf.62bac9d389f3626a633964c06cabe531.jpg,incorrect qblock,5,#c2c2c2,194,194,194,"(457, 168, 472, 176)",193.98969044771425
251107_231801_0000096633_CAM1_NG_bmp.rf.62bac9d389f3626a633964c06cabe531.jpg,incorrect qblock,6,#bcbcbc,188,188,188,"(361, 169, 376, 177)",183.597385602301
251107_231801_0000096633_CAM1_NG_bmp.rf.62bac9d389f3626a633964c06cabe531.jpg,incorrect qblock,7,#b6b6b6,182,182,182,"(252, 132, 264, 137)",173.20508075688772
251107_231801_0000096633_CAM1_NG_bmp.rf.62bac9d389f3626a633964c06cabe531.jpg,incorrect qblock,8,#bebebe,190,190,190,"(551, 167, 568, 176)",187.06148721743875
251107_231801_0000096633_CAM1_NG_bmp.rf.62bac9d389f3626a633964c06cabe531.jpg,incorrect qblock,9,#bebebe,190,190,190,"(442, 131, 454, 136)",187.06148721743875
251107_231801_0000096633_CAM1_NG_bmp.rf.62bac9d389f3626a633964c06cabe531.jpg,incorrect qblock,10,#b0b0b0,176,176,176,"(157, 133, 169, 138)",162.81277591147446
251107_231801_0000096633_CAM1_NG_bmp.rf.62bac9d389f3626a633964c06cabe531.jpg,incorrect qblock,11,#c4c4c4,196,196,196,"(537, 130, 550, 136)",197.45379206285202
251010_125641_0000080783_CAM1_NG_bmp.rf.f4131c677f4332864d49aaa58f9a4576.jpg,qblock,0,#515151,81,81,81,"(647, 80, 663, 88)",1.7320508075688772
251010_125641_0000080783_CAM1_NG_bmp.rf.f4131c677f4332864d49aaa58f9a4576.jpg,qblock,1,#595959,89,89,89,"(267, 82, 283, 91)",12.12435565298214
251010_125641_0000080783_CAM1_NG_bmp.rf.f4131c677f4332864d49aaa58f9a4576.jpg,qblock,2,#565656,86,86,86,"(268, 310, 284, 318)",6.928203230275509
251010_125641_0000080783_CAM1_NG_bmp.rf.f4131c677f4332864d49aaa58f9a4576.jpg,qblock,3,#555555,85,85,85,"(458, 309, 474, 318)",5.196152422706632
251010_125641_0000080783_CAM1_NG_bmp.rf.f4131c677f4332864d49aaa58f9a4576.jpg,qblock,4,#5b5b5b,91,91,91,"(552, 80, 568, 89)",15.588457268119896
251010_125641_0000080783_CAM1_NG_bmp.rf.f4131c677f4332864d49aaa58f9a4576.jpg,qblock,5,#5c5c5c,92,92,92,"(172, 83, 188, 91)",17.320508075688775
251010_125641_0000080783_CAM1_NG_bmp.rf.f4131c677f4332864d49aaa58f9a4576.jpg,qblock,6,#5d5d5d,93,93,93,"(362, 81, 377, 90)",19.05255888325765
251010_125641_0000080783_CAM1_NG_bmp.rf.f4131c677f4332864d49aaa58f9a4576.jpg,qblock,7,#5d5d5d,93,93,93,"(363, 309, 379, 318)",19.05255888325765
251010_125641_0000080783_CAM1_NG_bmp.rf.f4131c677f4332864d49aaa58f9a4576.jpg,qblock,8,#555555,85,85,85,"(457, 81, 473, 89)",5.196152422706632
251010_125641_0000080783_CAM1_NG_bmp.rf.f4131c677f4332864d49aaa58f9a4576.jpg,qblock,9,#565656,86,86,86,"(648, 308, 665, 316)",6.928203230275509
251010_125641_0000080783_CAM1_NG_bmp.rf.f4131c677f4332864d49aaa58f9a4576.jpg,qblock,11,#494949,73,73,73,"(554, 309, 570, 317)",15.588457268119896
251010_125641_0000080783_CAM1_NG_bmp.rf.f4131c677f4332864d49aaa58f9a4576.jpg,qblock,12,#545454,84,84,84,"(174, 310, 190, 318)",3.4641016151377544
251010_125641_0000080783_CAM1_NG_bmp.rf.f4131c677f4332864d49aaa58f9a4576.jpg,qblock,23,#4b4b4b,75,75,75,"(80, 310, 96, 319)",12.12435565298214
251010_125641_0000080783_CAM1_NG_bmp.rf.f4131c677f4332864d49aaa58f9a4576.jpg,qblock,24,#4a4a4a,74,74,74,"(79, 84, 95, 92)",13.856406460551018
251010_125638_0000080773_CAM1_NG_bmp.rf.8f2e8c9761f133550a37a837f5dc366a.jpg,qblock,0,#575757,87,87,87,"(647, 80, 663, 89)",8.660254037844387
251010_125638_0000080773_CAM1_NG_bmp.rf.8f2e8c9761f133550a37a837f5dc366a.jpg,qblock,1,#505050,80,80,80,"(267, 83, 283, 91)",3.4641016151377544
251010_125638_0000080773_CAM1_NG_bmp.rf.8f2e8c9761f133550a37a837f5dc366a.jpg,qblock,2,#575757,87,87,87,"(268, 309, 284, 318)",8.660254037844387
251010_125638_0000080773_CAM1_NG_bmp.rf.8f2e8c9761f133550a37a837f5dc366a.jpg,qblock,3,#505050,80,80,80,"(363, 309, 379, 317)",3.4641016151377544
251010_125638_0000080773_CAM1_NG_bmp.rf.8f2e8c9761f133550a37a837f5dc366a.jpg,qblock,4,#515151,81,81,81,"(172, 84, 188, 92)",1.7320508075688772
251010_125638_0000080773_CAM1_NG_bmp.rf.8f2e8c9761f133550a37a837f5dc366a.jpg,qblock,5,#505050,80,80,80,"(552, 81, 568, 89)",3.4641016151377544
251010_125638_0000080773_CAM1_NG_bmp.rf.8f2e8c9761f133550a37a837f5dc366a.jpg,qblock,6,#555555,85,85,85,"(362, 82, 377, 90)",5.196152422706632
251010_125638_0000080773_CAM1_NG_bmp.rf.8f2e8c9761f133550a37a837f5dc366a.jpg,qblock,7,#494949,73,73,73,"(458, 309, 474, 317)",15.588457268119896
251010_125638_0000080773_CAM1_NG_bmp.rf.8f2e8c9761f133550a37a837f5dc366a.jpg,qblock,8,#5c5c5c,92,92,92,"(457, 81, 473, 90)",17.320508075688775
251010_125638_0000080773_CAM1_NG_bmp.rf.8f2e8c9761f133550a37a837f5dc366a.jpg,qblock,9,#464646,70,70,70,"(174, 310, 190, 318)",20.784609690826528
251010_125638_0000080773_CAM1_NG_bmp.rf.8f2e8c9761f133550a37a837f5dc366a.jpg,qblock,10,#535353,83,83,83,"(648, 307, 664, 316)",1.7320508075688772
251010_125638_0000080773_CAM1_NG_bmp.rf.8f2e8c9761f133550a37a837f5dc366a.jpg,qblock,11,#3d3d3d,61,61,61,"(80, 310, 96, 318)",36.373066958946424
251010_125638_0000080773_CAM1_NG_bmp.rf.8f2e8c9761f133550a37a837f5dc366a.jpg,qblock,14,#4f4f4f,79,79,79,"(553, 308, 569, 316)",5.196152422706632
251010_125638_0000080773_CAM1_NG_bmp.rf.8f2e8c9761f133550a37a837f5dc366a.jpg,qblock,22,#4f4f4f,79,79,79,"(79, 84, 95, 93)",5.196152422706632
251010_132054_0000083827_CAM1_NG_bmp.rf.ea16910ff5c4d6919e68f74471ff07fb.jpg,qblock,0,#575757,87,87,87,"(265, 80, 282, 88)",8.660254037844387
251010_132054_0000083827_CAM1_NG_bmp.rf.ea16910ff5c4d6919e68f74471ff07fb.jpg,qblock,1,#5d5d5d,93,93,93,"(171, 80, 187, 89)",19.05255888325765
251010_132054_0000083827_CAM1_NG_bmp.rf.ea16910ff5c4d6919e68f74471ff07fb.jpg,qblock,2,#4d4d4d,77,77,77,"(77, 81, 93, 90)",8.660254037844387
251010_132054_0000083827_CAM1_NG_bmp.rf.ea16910ff5c4d6919e68f74471ff07fb.jpg,qblock,3,#585858,88,88,88,"(360, 79, 376, 88)",10.392304845413264
251010_132054_0000083827_CAM1_NG_bmp.rf.ea16910ff5c4d6919e68f74471ff07fb.jpg,qblock,5,#575757,87,87,87,"(550, 78, 567, 86)",8.660254037844387
251010_132054_0000083827_CAM1_NG_bmp.rf.ea16910ff5c4d6919e68f74471ff07fb.jpg,qblock,9,#565656,86,86,86,"(646, 304, 663, 312)",6.928203230275509
251010_132054_0000083827_CAM1_NG_bmp.rf.ea16910ff5c4d6919e68f74471ff07fb.jpg,qblock,10,#5a5a5a,90,90,90,"(266, 306, 283, 315)",13.856406460551018
251010_132054_0000083827_CAM1_NG_bmp.rf.ea16910ff5c4d6919e68f74471ff07fb.jpg,qblock,11,#525252,82,82,82,"(457, 305, 473, 314)",0.0
251010_132054_0000083827_CAM1_NG_bmp.rf.ea16910ff5c4d6919e68f74471ff07fb.jpg,qblock,12,#525252,82,82,82,"(455, 79, 472, 87)",0.0
251010_132054_0000083827_CAM1_NG_bmp.rf.ea16910ff5c4d6919e68f74471ff07fb.jpg,qblock,13,#4b4b4b,75,75,75,"(78, 306, 94, 315)",12.12435565298214
251010_132054_0000083827_CAM1_NG_bmp.rf.ea16910ff5c4d6919e68f74471ff07fb.jpg,qblock,14,#5c5c5c,92,92,92,"(362, 305, 378, 314)",17.320508075688775
251010_132054_0000083827_CAM1_NG_bmp.rf.ea16910ff5c4d6919e68f74471ff07fb.jpg,qblock,17,#5e5e5e,94,94,94,"(645, 77, 662, 86)",20.784609690826528
251010_132054_0000083827_CAM1_NG_bmp.rf.ea16910ff5c4d6919e68f74471ff07fb.jpg,qblock,19,#555555,85,85,85,"(172, 306, 188, 315)",5.196152422706632
251107_232353_0000097802_CAM1_NG_bmp.rf.d8c88bfbfd50ce93857b00670bb57269.jpg,incorrect qblock,0,#b1b1b1,177,177,177,"(266, 170, 281, 178)",164.54482671904336
