image_name,class_name,block_index,hex_color,r,g,b,coords
251107_231816_0000096684_CAM1_NG_bmp.rf.1c29cfa83013ea3135d1841fdb33d494.jpg,incorrect qblock,0,#b0b0b0,176,176,176,"(646, 167, 662, 175)"
251107_231816_0000096684_CAM1_NG_bmp.rf.1c29cfa83013ea3135d1841fdb33d494.jpg,incorrect qblock,1,#b2b2b2,178,178,178,"(266, 170, 281, 178)"
251107_231816_0000096684_CAM1_NG_bmp.rf.1c29cfa83013ea3135d1841fdb33d494.jpg,incorrect qblock,2,#a2a2a2,162,162,162,"(77, 171, 93, 179)"
251107_231816_0000096684_CAM1_NG_bmp.rf.1c29cfa83013ea3135d1841fdb33d494.jpg,incorrect qblock,3,#b8b8b8,184,184,184,"(551, 168, 568, 176)"
251107_231816_0000096684_CAM1_NG_bmp.rf.1c29cfa83013ea3135d1841fdb33d494.jpg,incorrect qblock,4,#b3b3b3,179,179,179,"(172, 170, 188, 178)"
251107_231816_0000096684_CAM1_NG_bmp.rf.1c29cfa83013ea3135d1841fdb33d494.jpg,incorrect qblock,5,#bababa,186,186,186,"(361, 169, 376, 177)"
251107_231816_0000096684_CAM1_NG_bmp.rf.1c29cfa83013ea3135d1841fdb33d494.jpg,incorrect qblock,6,#bababa,186,186,186,"(632, 130, 645, 135)"
251107_231816_0000096684_CAM1_NG_bmp.rf.1c29cfa83013ea3135d1841fdb33d494.jpg,incorrect qblock,7,#bdbdbd,189,189,189,"(456, 169, 472, 176)"
251107_231816_0000096684_CAM1_NG_bmp.rf.1c29cfa83013ea3135d1841fdb33d494.jpg,incorrect qblock,8,#b0b0b0,176,176,176,"(252, 133, 264, 137)"
251107_231816_0000096684_CAM1_NG_bmp.rf.1c29cfa83013ea3135d1841fdb33d494.jpg,incorrect qblock,9,#c5c5c5,197,197,197,"(442, 131, 454, 136)"
251107_231816_0000096684_CAM1_NG_bmp.rf.1c29cfa83013ea3135d1841fdb33d494.jpg,incorrect qblock,10,#bdbdbd,189,189,189,"(347, 132, 359, 136)"
251107_231816_0000096684_CAM1_NG_bmp.rf.1c29cfa83013ea3135d1841fdb33d494.jpg,incorrect qblock,11,#b9b9b9,185,185,185,"(727, 130, 739, 135)"
251107_231816_0000096684_CAM1_NG_bmp.rf.1c29cfa83013ea3135d1841fdb33d494.jpg,incorrect qblock,12,#b6b6b6,182,182,182,"(157, 133, 170, 138)"
251107_231816_0000096684_CAM1_NG_bmp.rf.1c29cfa83013ea3135d1841fdb33d494.jpg,incorrect qblock,13,#bcbcbc,188,188,188,"(537, 131, 550, 136)"
251107_231816_0000096684_CAM1_NG_bmp.rf.1c29cfa83013ea3135d1841fdb33d494.jpg,incorrect qblock,14,#b5b5b5,181,181,181,"(159, 360, 171, 366)"
251010_070221_0000043576_CAM1_NG_bmp.rf.f9407d42d4fce409c527ed1234d68428.jpg,qblock,2,#646464,100,100,100,"(267, 62, 284, 72)"
251010_070221_0000043576_CAM1_NG_bmp.rf.f9407d42d4fce409c527ed1234d68428.jpg,qblock,3,#575757,87,87,87,"(458, 61, 474, 70)"
251010_070221_0000043576_CAM1_NG_bmp.rf.f9407d42d4fce409c527ed1234d68428.jpg,qblock,5,#595959,89,89,89,"(648, 60, 665, 69)"
251010_070221_0000043576_CAM1_NG_bmp.rf.f9407d42d4fce409c527ed1234d68428.jpg,qblock,10,#575757,87,87,87,"(364, 289, 381, 298)"
251010_070221_0000043576_CAM1_NG_bmp.rf.f9407d42d4fce409c527ed1234d68428.jpg,qblock,11,#4b4b4b,75,75,75,"(269, 290, 285, 298)"
251010_070221_0000043576_CAM1_NG_bmp.rf.f9407d42d4fce409c527ed1234d68428.jpg,qblock,12,#505050,80,80,80,"(363, 62, 379, 71)"
251010_070221_0000043576_CAM1_NG_bmp.rf.f9407d42d4fce409c527ed1234d68428.jpg,qblock,13,#535353,83,83,83,"(553, 61, 570, 69)"
251010_070221_0000043576_CAM1_NG_bmp.rf.f9407d42d4fce409c527ed1234d68428.jpg,qblock,14,#515151,81,81,81,"(649, 288, 666, 296)"
251010_070221_0000043576_CAM1_NG_bmp.rf.f9407d42d4fce409c527ed1234d68428.jpg,qblock,15,#404040,64,64,64,"(555, 289, 571, 297)"
251010_070221_0000043576_CAM1_NG_bmp.rf.f9407d42d4fce409c527ed1234d68428.jpg,qblock,16,#515151,81,81,81,"(459, 289, 476, 298)"
251010_070221_0000043576_CAM1_NG_bmp.rf.f9407d42d4fce409c527ed1234d68428.jpg,qblock,17,#4a4a4a,74,74,74,"(175, 290, 191, 299)"
251010_070221_0000043576_CAM1_NG_bmp.rf.f9407d42d4fce409c527ed1234d68428.jpg,qblock,18,#545454,84,84,84,"(174, 63, 189, 72)"
251010_070221_0000043575_CAM1_NG_bmp.rf.7ac5f1b3f301202772a9c938c788f356.jpg,qblock,1,#595959,89,89,89,"(648, 62, 665, 71)"
251010_070221_0000043575_CAM1_NG_bmp.rf.7ac5f1b3f301202772a9c938c788f356.jpg,qblock,3,#4a4a4a,74,74,74,"(270, 292, 286, 301)"
251010_070221_0000043575_CAM1_NG_bmp.rf.7ac5f1b3f301202772a9c938c788f356.jpg,qblock,6,#585858,88,88,88,"(364, 291, 381, 300)"
251010_070221_0000043575_CAM1_NG_bmp.rf.7ac5f1b3f301202772a9c938c788f356.jpg,qblock,7,#4d4d4d,77,77,77,"(175, 292, 191, 301)"
251010_070221_0000043575_CAM1_NG_bmp.rf.7ac5f1b3f301202772a9c938c788f356.jpg,qblock,8,#5c5c5c,92,92,92,"(268, 64, 284, 73)"
251010_070221_0000043575_CAM1_NG_bmp.rf.7ac5f1b3f301202772a9c938c788f356.jpg,qblock,10,#595959,89,89,89,"(458, 63, 475, 72)"
251010_070221_0000043575_CAM1_NG_bmp.rf.7ac5f1b3f301202772a9c938c788f356.jpg,qblock,12,#4b4b4b,75,75,75,"(650, 290, 666, 298)"
251010_070221_0000043575_CAM1_NG_bmp.rf.7ac5f1b3f301202772a9c938c788f356.jpg,qblock,13,#585858,88,88,88,"(554, 62, 570, 71)"
251010_070221_0000043575_CAM1_NG_bmp.rf.7ac5f1b3f301202772a9c938c788f356.jpg,qblock,14,#4a4a4a,74,74,74,"(460, 291, 476, 299)"
251010_070221_0000043575_CAM1_NG_bmp.rf.7ac5f1b3f301202772a9c938c788f356.jpg,qblock,15,#555555,85,85,85,"(555, 290, 572, 299)"
251010_070221_0000043575_CAM1_NG_bmp.rf.7ac5f1b3f301202772a9c938c788f356.jpg,qblock,16,#525252,82,82,82,"(363, 64, 379, 73)"
251010_070221_0000043575_CAM1_NG_bmp.rf.7ac5f1b3f301202772a9c938c788f356.jpg,qblock,23,#565656,86,86,86,"(174, 65, 190, 74)"
251107_231859_0000096825_CAM1_NG_bmp.rf.46c60f35cc94aa591feddef3c05ec696.jpg,incorrect qblock,0,#b3b3b3,179,179,179,"(266, 170, 281, 179)"
251107_231859_0000096825_CAM1_NG_bmp.rf.46c60f35cc94aa591feddef3c05ec696.jpg,incorrect qblock,1,#b8b8b8,184,184,184,"(646, 168, 662, 176)"
251107_231859_0000096825_CAM1_NG_bmp.rf.46c60f35cc94aa591feddef3c05ec696.jpg,incorrect qblock,2,#ababab,171,171,171,"(172, 171, 187, 179)"
251107_231859_0000096825_CAM1_NG_bmp.rf.46c60f35cc94aa591feddef3c05ec696.jpg,incorrect qblock,3,#b6b6b6,182,182,182,"(552, 168, 568, 177)"
251107_231859_0000096825_CAM1_NG_bmp.rf.46c60f35cc94aa591feddef3c05ec696.jpg,incorrect qblock,4,#bababa,186,186,186,"(360, 170, 376, 178)"
251107_231859_0000096825_CAM1_NG_bmp.rf.46c60f35cc94aa591feddef3c05ec696.jpg,incorrect qblock,5,#b1b1b1,177,177,177,"(632, 131, 644, 136)"
251107_231859_0000096825_CAM1_NG_bmp.rf.46c60f35cc94aa591feddef3c05ec696.jpg,incorrect qblock,6,#c0c0c0,192,192,192,"(456, 169, 472, 177)"
251107_231859_0000096825_CAM1_NG_bmp.rf.46c60f35cc94aa591feddef3c05ec696.jpg,incorrect qblock,7,#bbbbbb,187,187,187,"(726, 131, 739, 136)"
251107_231859_0000096825_CAM1_NG_bmp.rf.46c60f35cc94aa591feddef3c05ec696.jpg,incorrect qblock,8,#9c9c9c,156,156,156,"(77, 172, 93, 180)"
251107_231859_0000096825_CAM1_NG_bmp.rf.46c60f35cc94aa591feddef3c05ec696.jpg,incorrect qblock,9,#b2b2b2,178,178,178,"(346, 133, 358, 137)"
251107_231859_0000096825_CAM1_NG_bmp.rf.46c60f35cc94aa591feddef3c05ec696.jpg,incorrect qblock,10,#c0c0c0,192,192,192,"(441, 132, 453, 136)"
251107_231859_0000096825_CAM1_NG_bmp.rf.46c60f35cc94aa591feddef3c05ec696.jpg,incorrect qblock,11,#c3c3c3,195,195,195,"(536, 131, 549, 136)"
251107_231859_0000096825_CAM1_NG_bmp.rf.46c60f35cc94aa591feddef3c05ec696.jpg,incorrect qblock,12,#a7a7a7,167,167,167,"(251, 134, 263, 138)"
251107_231859_0000096825_CAM1_NG_bmp.rf.46c60f35cc94aa591feddef3c05ec696.jpg,incorrect qblock,13,#acacac,172,172,172,"(253, 361, 265, 365)"
251107_231859_0000096825_CAM1_NG_bmp.rf.46c60f35cc94aa591feddef3c05ec696.jpg,incorrect qblock,14,#b8b8b8,184,184,184,"(159, 360, 171, 366)"
251107_231859_0000096825_CAM1_NG_bmp.rf.46c60f35cc94aa591feddef3c05ec696.jpg,incorrect qblock,15,#aeaeae,174,174,174,"(157, 134, 169, 138)"
251107_232037_0000097151_CAM1_NG_bmp.rf.162bc657ac1667020b156ff731914bd1.jpg,incorrect qblock,0,#b4b4b4,180,180,180,"(266, 170, 281, 178)"
251107_232037_0000097151_CAM1_NG_bmp.rf.162bc657ac1667020b156ff731914bd1.jpg,incorrect qblock,1,#b6b6b6,182,182,182,"(646, 167, 662, 176)"
251107_232037_0000097151_CAM1_NG_bmp.rf.162bc657ac1667020b156ff731914bd1.jpg,incorrect qblock,2,#bfbfbf,191,191,191,"(551, 168, 568, 177)"
251107_232037_0000097151_CAM1_NG_bmp.rf.162bc657ac1667020b156ff731914bd1.jpg,incorrect qblock,3,#acacac,172,172,172,"(172, 171, 187, 179)"
251107_232037_0000097151_CAM1_NG_bmp.rf.162bc657ac1667020b156ff731914bd1.jpg,incorrect qblock,4,#c1c1c1,193,193,193,"(456, 169, 472, 177)"
251107_232037_0000097151_CAM1_NG_bmp.rf.162bc657ac1667020b156ff731914bd1.jpg,incorrect qblock,5,#9f9f9f,159,159,159,"(77, 172, 93, 180)"
251107_232037_0000097151_CAM1_NG_bmp.rf.162bc657ac1667020b156ff731914bd1.jpg,incorrect qblock,6,#b3b3b3,179,179,179,"(632, 130, 644, 136)"
251107_232037_0000097151_CAM1_NG_bmp.rf.162bc657ac1667020b156ff731914bd1.jpg,incorrect qblock,7,#b4b4b4,180,180,180,"(361, 170, 376, 178)"
251107_232037_0000097151_CAM1_NG_bmp.rf.162bc657ac1667020b156ff731914bd1.jpg,incorrect qblock,8,#bdbdbd,189,189,189,"(727, 130, 739, 136)"
251107_232037_0000097151_CAM1_NG_bmp.rf.162bc657ac1667020b156ff731914bd1.jpg,incorrect qblock,9,#b6b6b6,182,182,182,"(441, 132, 454, 136)"
251107_232037_0000097151_CAM1_NG_bmp.rf.162bc657ac1667020b156ff731914bd1.jpg,incorrect qblock,10,#b6b6b6,182,182,182,"(251, 133, 264, 137)"
251107_232037_0000097151_CAM1_NG_bmp.rf.162bc657ac1667020b156ff731914bd1.jpg,incorrect qblock,11,#b8b8b8,184,184,184,"(346, 132, 358, 137)"
251107_232037_0000097151_CAM1_NG_bmp.rf.162bc657ac1667020b156ff731914bd1.jpg,incorrect qblock,12,#aaaaaa,170,170,170,"(157, 134, 169, 138)"
251107_232037_0000097151_CAM1_NG_bmp.rf.162bc657ac1667020b156ff731914bd1.jpg,incorrect qblock,13,#b8b8b8,184,184,184,"(537, 131, 549, 136)"
251015_020545_0000434652_CAM1_OK_bmp.rf.021787199ae9d529c80312d3702cd5ba.jpg,qblock,3,#565656,86,86,86,"(645, 59, 661, 68)"
251015_020545_0000434652_CAM1_OK_bmp.rf.021787199ae9d529c80312d3702cd5ba.jpg,qblock,4,#515151,81,81,81,"(646, 287, 662, 295)"
251015_020545_0000434652_CAM1_OK_bmp.rf.021787199ae9d529c80312d3702cd5ba.jpg,qblock,6,#4e4e4e,78,78,78,"(265, 62, 281, 71)"
251015_020545_0000434652_CAM1_OK_bmp.rf.021787199ae9d529c80312d3702cd5ba.jpg,qblock,7,#454545,69,69,69,"(171, 63, 186, 71)"
251015_020545_0000434652_CAM1_OK_bmp.rf.021787199ae9d529c80312d3702cd5ba.jpg,qblock,8,#4d4d4d,77,77,77,"(266, 289, 282, 297)"
251015_020545_0000434652_CAM1_OK_bmp.rf.021787199ae9d529c80312d3702cd5ba.jpg,qblock,9,#4b4b4b,75,75,75,"(172, 289, 188, 298)"
251015_020545_0000434652_CAM1_OK_bmp.rf.021787199ae9d529c80312d3702cd5ba.jpg,qblock,11,#4e4e4e,78,78,78,"(456, 288, 472, 296)"
251015_020545_0000434652_CAM1_OK_bmp.rf.021787199ae9d529c80312d3702cd5ba.jpg,qblock,12,#444444,68,68,68,"(361, 289, 377, 297)"
251015_020545_0000434652_CAM1_OK_bmp.rf.021787199ae9d529c80312d3702cd5ba.jpg,qblock,14,#525252,82,82,82,"(550, 60, 567, 69)"
251015_020545_0000434652_CAM1_OK_bmp.rf.021787199ae9d529c80312d3702cd5ba.jpg,qblock,15,#404040,64,64,64,"(77, 64, 92, 73)"
251015_020545_0000434652_CAM1_OK_bmp.rf.021787199ae9d529c80312d3702cd5ba.jpg,qblock,16,#5b5b5b,91,91,91,"(455, 60, 472, 69)"
251015_020545_0000434652_CAM1_OK_bmp.rf.021787199ae9d529c80312d3702cd5ba.jpg,qblock,17,#505050,80,80,80,"(360, 61, 376, 70)"
251015_020545_0000434652_CAM1_OK_bmp.rf.021787199ae9d529c80312d3702cd5ba.jpg,qblock,19,#434343,67,67,67,"(77, 289, 93, 298)"
251015_020545_0000434652_CAM1_OK_bmp.rf.021787199ae9d529c80312d3702cd5ba.jpg,qblock,20,#565656,86,86,86,"(551, 287, 568, 296)"
251107_231801_0000096633_CAM1_NG_bmp.rf.62bac9d389f3626a633964c06cabe531.jpg,incorrect qblock,0,#b5b5b5,181,181,181,"(646, 167, 662, 175)"
251107_231801_0000096633_CAM1_NG_bmp.rf.62bac9d389f3626a633964c06cabe531.jpg,incorrect qblock,1,#b6b6b6,182,182,182,"(266, 170, 281, 178)"
251107_231801_0000096633_CAM1_NG_bmp.rf.62bac9d389f3626a633964c06cabe531.jpg,incorrect qblock,2,#b3b3b3,179,179,179,"(172, 170, 187, 178)"
251107_231801_0000096633_CAM1_NG_bmp.rf.62bac9d389f3626a633964c06cabe531.jpg,incorrect qblock,3,#bebebe,190,190,190,"(551, 167, 568, 176)"
251107_231801_0000096633_CAM1_NG_bmp.rf.62bac9d389f3626a633964c06cabe531.jpg,incorrect qblock,4,#c4c4c4,196,196,196,"(456, 168, 472, 176)"
251107_231801_0000096633_CAM1_NG_bmp.rf.62bac9d389f3626a633964c06cabe531.jpg,incorrect qblock,5,#a4a4a4,164,164,164,"(77, 171, 93, 180)"
251107_231801_0000096633_CAM1_NG_bmp.rf.62bac9d389f3626a633964c06cabe531.jpg,incorrect qblock,6,#b6b6b6,182,182,182,"(252, 132, 264, 137)"
251107_231801_0000096633_CAM1_NG_bmp.rf.62bac9d389f3626a633964c06cabe531.jpg,incorrect qblock,7,#bcbcbc,188,188,188,"(361, 169, 376, 177)"
251107_231801_0000096633_CAM1_NG_bmp.rf.62bac9d389f3626a633964c06cabe531.jpg,incorrect qblock,8,#b4b4b4,180,180,180,"(347, 132, 359, 136)"
251107_231801_0000096633_CAM1_NG_bmp.rf.62bac9d389f3626a633964c06cabe531.jpg,incorrect qblock,9,#b0b0b0,176,176,176,"(157, 133, 169, 138)"
251107_231801_0000096633_CAM1_NG_bmp.rf.62bac9d389f3626a633964c06cabe531.jpg,incorrect qblock,10,#c4c4c4,196,196,196,"(441, 131, 454, 135)"
251107_231801_0000096633_CAM1_NG_bmp.rf.62bac9d389f3626a633964c06cabe531.jpg,incorrect qblock,11,#c1c1c1,193,193,193,"(727, 129, 739, 134)"
251107_231801_0000096633_CAM1_NG_bmp.rf.62bac9d389f3626a633964c06cabe531.jpg,incorrect qblock,12,#c4c4c4,196,196,196,"(537, 130, 550, 136)"
251107_231801_0000096633_CAM1_NG_bmp.rf.62bac9d389f3626a633964c06cabe531.jpg,incorrect qblock,13,#b5b5b5,181,181,181,"(632, 130, 645, 135)"
251010_125641_0000080783_CAM1_NG_bmp.rf.f4131c677f4332864d49aaa58f9a4576.jpg,qblock,0,#565656,86,86,86,"(268, 310, 284, 318)"
251010_125641_0000080783_CAM1_NG_bmp.rf.f4131c677f4332864d49aaa58f9a4576.jpg,qblock,2,#565656,86,86,86,"(458, 309, 474, 317)"
251010_125641_0000080783_CAM1_NG_bmp.rf.f4131c677f4332864d49aaa58f9a4576.jpg,qblock,4,#565656,86,86,86,"(648, 308, 665, 316)"
251010_125641_0000080783_CAM1_NG_bmp.rf.f4131c677f4332864d49aaa58f9a4576.jpg,qblock,6,#515151,81,81,81,"(647, 80, 663, 88)"
251010_125641_0000080783_CAM1_NG_bmp.rf.f4131c677f4332864d49aaa58f9a4576.jpg,qblock,9,#5d5d5d,93,93,93,"(363, 309, 379, 318)"
251010_125641_0000080783_CAM1_NG_bmp.rf.f4131c677f4332864d49aaa58f9a4576.jpg,qblock,13,#555555,85,85,85,"(457, 81, 473, 89)"
251010_125641_0000080783_CAM1_NG_bmp.rf.f4131c677f4332864d49aaa58f9a4576.jpg,qblock,14,#595959,89,89,89,"(267, 82, 283, 91)"
251010_125641_0000080783_CAM1_NG_bmp.rf.f4131c677f4332864d49aaa58f9a4576.jpg,qblock,15,#5b5b5b,91,91,91,"(552, 80, 568, 89)"
251010_125641_0000080783_CAM1_NG_bmp.rf.f4131c677f4332864d49aaa58f9a4576.jpg,qblock,16,#5d5d5d,93,93,93,"(362, 81, 377, 90)"
251010_125641_0000080783_CAM1_NG_bmp.rf.f4131c677f4332864d49aaa58f9a4576.jpg,qblock,18,#464646,70,70,70,"(554, 309, 569, 317)"
251010_125641_0000080783_CAM1_NG_bmp.rf.f4131c677f4332864d49aaa58f9a4576.jpg,qblock,22,#545454,84,84,84,"(174, 310, 190, 318)"
251010_125641_0000080783_CAM1_NG_bmp.rf.f4131c677f4332864d49aaa58f9a4576.jpg,qblock,24,#5c5c5c,92,92,92,"(172, 83, 188, 91)"
251010_125641_0000080783_CAM1_NG_bmp.rf.f4131c677f4332864d49aaa58f9a4576.jpg,qblock,25,#454545,69,69,69,"(79, 84, 94, 93)"
251010_125641_0000080783_CAM1_NG_bmp.rf.f4131c677f4332864d49aaa58f9a4576.jpg,qblock,26,#4b4b4b,75,75,75,"(80, 310, 96, 319)"
251010_125638_0000080773_CAM1_NG_bmp.rf.8f2e8c9761f133550a37a837f5dc366a.jpg,qblock,1,#575757,87,87,87,"(268, 309, 284, 318)"
251010_125638_0000080773_CAM1_NG_bmp.rf.8f2e8c9761f133550a37a837f5dc366a.jpg,qblock,4,#494949,73,73,73,"(458, 309, 474, 317)"
251010_125638_0000080773_CAM1_NG_bmp.rf.8f2e8c9761f133550a37a837f5dc366a.jpg,qblock,5,#575757,87,87,87,"(647, 80, 663, 89)"
251010_125638_0000080773_CAM1_NG_bmp.rf.8f2e8c9761f133550a37a837f5dc366a.jpg,qblock,6,#535353,83,83,83,"(648, 307, 664, 316)"
251010_125638_0000080773_CAM1_NG_bmp.rf.8f2e8c9761f133550a37a837f5dc366a.jpg,qblock,9,#505050,80,80,80,"(363, 309, 379, 317)"
251010_125638_0000080773_CAM1_NG_bmp.rf.8f2e8c9761f133550a37a837f5dc366a.jpg,qblock,10,#505050,80,80,80,"(267, 83, 283, 91)"
251010_125638_0000080773_CAM1_NG_bmp.rf.8f2e8c9761f133550a37a837f5dc366a.jpg,qblock,11,#5c5c5c,92,92,92,"(457, 81, 473, 90)"
251010_125638_0000080773_CAM1_NG_bmp.rf.8f2e8c9761f133550a37a837f5dc366a.jpg,qblock,14,#505050,80,80,80,"(552, 81, 568, 89)"
251010_125638_0000080773_CAM1_NG_bmp.rf.8f2e8c9761f133550a37a837f5dc366a.jpg,qblock,16,#575757,87,87,87,"(362, 82, 378, 90)"
251010_125638_0000080773_CAM1_NG_bmp.rf.8f2e8c9761f133550a37a837f5dc366a.jpg,qblock,18,#444444,68,68,68,"(174, 310, 189, 318)"
251010_125638_0000080773_CAM1_NG_bmp.rf.8f2e8c9761f133550a37a837f5dc366a.jpg,qblock,19,#4f4f4f,79,79,79,"(553, 308, 569, 316)"
251010_125638_0000080773_CAM1_NG_bmp.rf.8f2e8c9761f133550a37a837f5dc366a.jpg,qblock,23,#515151,81,81,81,"(172, 84, 188, 92)"
251010_125638_0000080773_CAM1_NG_bmp.rf.8f2e8c9761f133550a37a837f5dc366a.jpg,qblock,25,#3d3d3d,61,61,61,"(80, 310, 96, 318)"
251010_125638_0000080773_CAM1_NG_bmp.rf.8f2e8c9761f133550a37a837f5dc366a.jpg,qblock,26,#4a4a4a,74,74,74,"(79, 84, 94, 93)"
251010_132054_0000083827_CAM1_NG_bmp.rf.ea16910ff5c4d6919e68f74471ff07fb.jpg,qblock,4,#5c5c5c,92,92,92,"(360, 79, 377, 88)"
251010_132054_0000083827_CAM1_NG_bmp.rf.ea16910ff5c4d6919e68f74471ff07fb.jpg,qblock,8,#5a5a5a,90,90,90,"(266, 306, 283, 315)"
251010_132054_0000083827_CAM1_NG_bmp.rf.ea16910ff5c4d6919e68f74471ff07fb.jpg,qblock,9,#565656,86,86,86,"(646, 304, 663, 312)"
251010_132054_0000083827_CAM1_NG_bmp.rf.ea16910ff5c4d6919e68f74471ff07fb.jpg,qblock,10,#595959,89,89,89,"(456, 305, 473, 314)"
251010_132054_0000083827_CAM1_NG_bmp.rf.ea16910ff5c4d6919e68f74471ff07fb.jpg,qblock,12,#515151,81,81,81,"(361, 306, 377, 314)"
251010_132054_0000083827_CAM1_NG_bmp.rf.ea16910ff5c4d6919e68f74471ff07fb.jpg,qblock,14,#575757,87,87,87,"(265, 80, 282, 88)"
251010_132054_0000083827_CAM1_NG_bmp.rf.ea16910ff5c4d6919e68f74471ff07fb.jpg,qblock,15,#575757,87,87,87,"(550, 78, 567, 86)"
251010_132054_0000083827_CAM1_NG_bmp.rf.ea16910ff5c4d6919e68f74471ff07fb.jpg,qblock,16,#5e5e5e,94,94,94,"(645, 77, 662, 86)"
251010_132054_0000083827_CAM1_NG_bmp.rf.ea16910ff5c4d6919e68f74471ff07fb.jpg,qblock,17,#5d5d5d,93,93,93,"(171, 80, 187, 89)"
251010_132054_0000083827_CAM1_NG_bmp.rf.ea16910ff5c4d6919e68f74471ff07fb.jpg,qblock,18,#525252,82,82,82,"(455, 79, 472, 87)"
251010_132054_0000083827_CAM1_NG_bmp.rf.ea16910ff5c4d6919e68f74471ff07fb.jpg,qblock,21,#4b4b4b,75,75,75,"(78, 306, 94, 315)"
251010_132054_0000083827_CAM1_NG_bmp.rf.ea16910ff5c4d6919e68f74471ff07fb.jpg,qblock,23,#4d4d4d,77,77,77,"(77, 81, 93, 90)"
251010_132054_0000083827_CAM1_NG_bmp.rf.ea16910ff5c4d6919e68f74471ff07fb.jpg,qblock,24,#555555,85,85,85,"(172, 306, 188, 315)"
251107_232353_0000097802_CAM1_NG_bmp.rf.d8c88bfbfd50ce93857b00670bb57269.jpg,incorrect qblock,0,#b9b9b9,185,185,185,"(646, 167, 662, 175)"
251107_232353_0000097802_CAM1_NG_bmp.rf.d8c88bfbfd50ce93857b00670bb57269.jpg,incorrect qblock,1,#b1b1b1,177,177,177,"(266, 170, 281, 178)"
251107_232353_0000097802_CAM1_NG_bmp.rf.d8c88bfbfd50ce93857b00670bb57269.jpg,incorrect qblock,2,#b3b3b3,179,179,179,"(172, 170, 187, 179)"
251107_232353_0000097802_CAM1_NG_bmp.rf.d8c88bfbfd50ce93857b00670bb57269.jpg,incorrect qblock,3,#a7a7a7,167,167,167,"(77, 171, 93, 180)"
251107_232353_0000097802_CAM1_NG_bmp.rf.d8c88bfbfd50ce93857b00670bb57269.jpg,incorrect qblock,4,#bcbcbc,188,188,188,"(551, 168, 568, 176)"
251107_232353_0000097802_CAM1_NG_bmp.rf.d8c88bfbfd50ce93857b00670bb57269.jpg,incorrect qblock,5,#b9b9b9,185,185,185,"(251, 132, 264, 137)"
251107_232353_0000097802_CAM1_NG_bmp.rf.d8c88bfbfd50ce93857b00670bb57269.jpg,incorrect qblock,6,#c0c0c0,192,192,192,"(456, 169, 472, 176)"
251107_232353_0000097802_CAM1_NG_bmp.rf.d8c88bfbfd50ce93857b00670bb57269.jpg,incorrect qblock,7,#bababa,186,186,186,"(361, 169, 376, 177)"
251107_232353_0000097802_CAM1_NG_bmp.rf.d8c88bfbfd50ce93857b00670bb57269.jpg,incorrect qblock,8,#c5c5c5,197,197,197,"(441, 131, 454, 135)"
251107_232353_0000097802_CAM1_NG_bmp.rf.d8c88bfbfd50ce93857b00670bb57269.jpg,incorrect qblock,9,#b2b2b2,178,178,178,"(157, 133, 169, 138)"
251107_232353_0000097802_CAM1_NG_bmp.rf.d8c88bfbfd50ce93857b00670bb57269.jpg,incorrect qblock,10,#c1c1c1,193,193,193,"(346, 131, 359, 136)"
251107_232353_0000097802_CAM1_NG_bmp.rf.d8c88bfbfd50ce93857b00670bb57269.jpg,incorrect qblock,11,#b0b0b0,176,176,176,"(632, 130, 644, 135)"
251107_232353_0000097802_CAM1_NG_bmp.rf.d8c88bfbfd50ce93857b00670bb57269.jpg,incorrect qblock,12,#b8b8b8,184,184,184,"(537, 131, 549, 136)"
251107_232353_0000097802_CAM1_NG_bmp.rf.d8c88bfbfd50ce93857b00670bb57269.jpg,incorrect qblock,13,#bbbbbb,187,187,187,"(727, 129, 739, 134)"
251010_131955_0000083637_CAM1_NG_bmp.rf.29e9d996207a46d2ec31aeb946d37a00.jpg,qblock,5,#525252,82,82,82,"(268, 306, 284, 315)"
251010_131955_0000083637_CAM1_NG_bmp.rf.29e9d996207a46d2ec31aeb946d37a00.jpg,qblock,6,#585858,88,88,88,"(266, 79, 283, 87)"
251010_131955_0000083637_CAM1_NG_bmp.rf.29e9d996207a46d2ec31aeb946d37a00.jpg,qblock,8,#525252,82,82,82,"(458, 305, 474, 314)"
251010_131955_0000083637_CAM1_NG_bmp.rf.29e9d996207a46d2ec31aeb946d37a00.jpg,qblock,10,#5d5d5d,93,93,93,"(361, 78, 378, 87)"
251010_131955_0000083637_CAM1_NG_bmp.rf.29e9d996207a46d2ec31aeb946d37a00.jpg,qblock,11,#4b4b4b,75,75,75,"(363, 306, 379, 314)"
251010_131955_0000083637_CAM1_NG_bmp.rf.29e9d996207a46d2ec31aeb946d37a00.jpg,qblock,14,#535353,83,83,83,"(648, 304, 665, 312)"
251010_131955_0000083637_CAM1_NG_bmp.rf.29e9d996207a46d2ec31aeb946d37a00.jpg,qblock,15,#5c5c5c,92,92,92,"(457, 77, 473, 86)"
251010_131955_0000083637_CAM1_NG_bmp.rf.29e9d996207a46d2ec31aeb946d37a00.jpg,qblock,16,#515151,81,81,81,"(552, 77, 568, 85)"
251010_131955_0000083637_CAM1_NG_bmp.rf.29e9d996207a46d2ec31aeb946d37a00.jpg,qblock,17,#4f4f4f,79,79,79,"(172, 80, 188, 88)"
251010_131955_0000083637_CAM1_NG_bmp.rf.29e9d996207a46d2ec31aeb946d37a00.jpg,qblock,18,#585858,88,88,88,"(647, 76, 663, 85)"
